student_id,subject_id,mark
3526,508,44
34761,625,49
57853,448,96
93413,329,66
96779,579,9
22533,532,24
85150,628,86
48527,419,20
34997,216,23
51108,400,20
21928,388,0
54097,191,61
64891,290,40
3282,407,86
62634,606,57
54811,560,1
16211,289,99
18444,755,70
87249,617,30
9155,133,38
98765,179,24
75071,546,32
12111,777,95
44746,935,12
21388,445,76
23579,879,84
65539,790,20
7617,222,40
2064,464,67
13124,924,88
52839,517,90
42223,854,16
11126,80,28
45416,770,60
56400,227,16
78224,740,98
47258,993,77
64863,302,92
31105,765,77
22208,287,86
19355,197,89
43076,930,3
69968,360,28
65511,156,59
38903,884,18
63988,849,5
62143,281,47
20676,139,15
23772,227,58
59155,657,7
94214,824,21
8752,257,87
17014,633,19
46741,423,45
33424,317,39
38457,764,11
28848,461,71
15366,941,81
66036,56,4
65335,204,34
44139,43,28
33821,831,94
51084,132,0
1891,7,65
58758,199,82
13999,890,74
76599,474,11
29982,130,94
92533,1,1
55243,33,21
22628,966,29
75225,424,14
12132,503,37
88388,253,75
9368,282,80
12301,954,12
67295,770,31
28038,180,8
4270,311,9
35548,338,81
39066,479,92
77879,53,71
90368,164,5
69993,637,51
85956,513,71
2052,18,32
82306,970,88
33823,782,72
93047,47,87
24800,441,32
78615,784,68
98294,405,33
98006,41,56
90183,959,89
42013,37,25
45238,767,46
6928,25,98
27389,385,45
48160,608,75
99049,732,17
46799,463,83
27122,916,95
53351,454,18
73485,979,45
42275,863,7
46065,302,52
26782,164,58
80708,224,45
5356,401,32
20180,375,64
34131,248,86
9782,439,12
62608,504,8
72033,998,58
72979,90,57
56398,411,31
99594,180,8
49069,827,15
36931,245,0
78219,869,58
75155,159,80
84013,487,11
35439,983,73
44730,956,21
80796,270,57
85226,717,65
89025,643,8
33142,23,29
15599,514,9
49523,853,43
34189,756,91
33130,561,19
74557,243,97
21809,580,67
86412,40,96
27228,221,24
29777,652,59
11824,140,77
25719,729,86
65171,326,38
61982,501,55
39728,691,4
88787,247,7
83205,609,74
43276,310,97
22580,292,6
2190,935,26
80018,843,25
31238,203,97
65835,602,69
53860,420,85
35482,717,2
27420,173,99
7253,26,14
41749,688,90
16108,808,16
55414,965,66
84303,716,6
58874,776,24
24065,195,71
38260,286,55
54091,413,75
38794,716,28
69723,53,29
98930,996,79
84710,112,93
9824,504,3
42214,693,93
85327,822,35
26525,578,47
78665,80,45
61590,786,47
60045,6,93
52121,445,52
47062,501,67
67819,846,92
21429,477,84
14371,736,15
29265,689,35
69716,719,5
49009,809,24
49596,618,59
67756,203,52
19331,842,17
41296,653,97
56413,920,2
25630,7,89
14390,788,73
33120,51,91
16561,926,43
77796,881,95
44300,711,20
2976,853,90
99419,476,32
72953,372,29
42937,491,75
59580,372,66
9512,690,81
91038,702,7
90981,446,69
42889,751,76
74327,312,89
73567,701,44
94860,711,1
2719,780,68
16964,771,48
30663,840,29
32379,793,25
34010,88,6
4035,741,63
29434,584,15
47801,243,70
58218,418,48
56266,728,4
80963,884,35
64091,315,0
65010,139,21
76698,70,15
37433,635,49
42736,656,24
85100,994,6
15460,365,55
53584,784,7
9897,752,29
92726,579,79
48220,439,43
61742,26,7
41170,901,52
87100,225,42
78045,842,75
28069,926,16
62984,568,66
88710,445,32
82221,856,24
91046,898,84
28464,189,27
67186,935,19
87538,402,57
83826,949,46
19237,929,93
77599,693,3
79203,173,58
66100,359,91
91177,38,11
61345,760,78
16751,513,5
24462,682,95
75793,845,64
87488,879,34
32953,680,10
47227,957,50
55214,130,82
44958,738,31
18684,925,27
35859,634,82
58608,115,61
41040,325,89
22063,510,97
17701,930,4
15899,913,82
25456,980,25
44172,954,52
55894,484,93
33457,430,19
86697,319,40
59616,124,2
5723,760,26
93798,5,78
88227,962,98
33293,621,7
66394,537,91
5959,207,66
83266,405,10
26509,102,17
28290,980,12
2856,901,10
37860,54,90
99247,399,65
88628,250,19
37393,479,97
19445,937,40
27377,798,51
13975,660,64
57561,192,1
75621,955,58
97872,957,87
75642,980,86
60426,280,71
8704,265,88
2726,809,1
29540,354,43
91272,328,69
90327,485,46
98570,368,25
52584,187,3
15314,38,81
67260,929,37
43911,393,61
36704,915,22
31771,9,91
48892,330,64
35437,222,75
10350,429,25
67981,494,49
89358,389,72
33526,417,24
55900,50,44
21270,99,43
57170,902,73
6609,997,10
37939,894,57
97561,656,71
89741,304,42
93390,724,77
13595,179,43
47694,51,66
28282,949,67
66630,268,55
69994,391,89
7813,452,48
69253,106,32
87890,785,92
51715,238,67
83154,32,98
30801,834,27
31338,34,66
96231,521,23
45261,117,32
43603,112,33
87237,585,76
63996,445,81
73572,828,39
89988,351,25
91908,239,38
83271,252,96
36522,832,99
24598,666,72
92840,557,21
3410,576,78
89021,767,44
4909,932,47
3046,386,21
25344,480,43
37127,962,77
74294,723,14
40524,202,15
95915,604,11
8928,207,85
83659,83,23
78293,160,4
50812,133,90
20828,986,76
34974,446,3
70704,885,39
62532,284,88
98568,205,41
80899,832,42
82237,286,65
36068,842,7
63626,947,15
43159,94,43
92799,239,6
56824,756,95
79116,958,16
44893,74,20
48971,806,31
87064,631,66
42202,950,73
22411,222,48
54010,366,91
12996,402,29
60518,613,45
46777,387,22
32130,230,24
62497,850,66
97117,748,7
16252,555,52
20522,5,28
73327,481,35
20941,706,75
52175,203,84
82707,389,66
55937,835,62
74063,103,58
99547,641,38
4183,572,28
76836,476,14
31787,985,83
70581,125,12
55784,124,25
24231,762,62
69973,119,38
42107,236,18
10884,136,12
33702,60,97
53052,564,62
23891,162,19
58590,734,56
44040,536,36
13922,702,26
10987,436,57
37991,978,47
88471,877,25
96220,805,38
17312,633,34
80740,259,1
30899,142,50
88256,397,92
67307,509,20
18801,164,75
24540,719,96
7260,673,55
74632,358,58
8558,653,30
65935,433,77
2637,953,38
75410,182,52
5424,997,19
38491,713,51
90364,871,77
28664,721,12
1102,243,83
31679,500,7
60312,449,67
92948,655,83
84420,450,62
89792,720,12
44624,7,64
70110,248,52
58363,359,16
65512,875,57
29819,364,53
29679,416,59
45526,526,87
78117,305,50
59184,399,16
35420,935,8
61341,184,74
33221,281,7
42046,763,72
25364,957,33
41898,728,86
37539,565,12
53702,428,85
16912,372,84
34311,142,49
5017,302,8
16652,648,27
54847,472,12
24757,18,28
11159,534,69
34220,498,18
45994,53,43
13304,27,27
62679,926,8
91997,242,34
40395,191,78
2921,119,67
55586,605,68
78953,947,60
62183,358,28
1175,4,73
51142,671,18
38119,290,70
36455,24,2
45719,241,56
35008,307,12
72398,57,23
25562,993,85
13802,736,81
39893,512,45
81369,775,74
26379,623,19
57042,249,5
96128,114,48
41850,6,9
22207,316,3
33751,483,81
87622,565,12
2485,19,14
59607,774,86
78405,868,83
89209,589,27
76292,834,4
99591,102,24
16777,610,57
81601,250,90
63224,822,69
47250,915,69
57660,249,65
72124,246,47
59609,795,38
27493,93,27
59302,829,72
32858,388,26
4323,236,23
65063,266,99
30731,775,11
51692,773,7
38899,868,17
26064,643,93
55627,517,35
45203,200,71
97259,76,33
97854,986,52
57328,244,55
65437,237,68
4346,311,25
34459,946,12
95725,822,71
99799,407,91
1600,949,89
17181,811,2
81543,843,52
26292,575,93
1505,321,25
54323,273,21
42271,153,18
13118,950,38
59285,610,38
40244,629,48
71663,566,15
31746,30,9
35012,762,21
73952,811,71
41747,468,37
23990,25,69
58567,684,60
29596,845,21
78677,66,56
29887,562,42
62606,186,36
80464,697,41
61521,985,22
90278,781,5
47915,611,43
77031,663,57
14872,569,91
80294,718,2
18556,871,34
37048,252,46
79625,788,33
58948,554,44
91068,720,4
76258,254,79
79071,804,62
12463,684,40
44867,124,49
41215,730,64
61952,908,16
17600,933,35
4771,364,51
42908,115,44
46786,925,16
52637,50,61
80978,894,76
12565,998,9
90117,501,46
89817,247,75
5608,67,14
72023,681,39
27378,977,37
213,399,73
36972,676,36
15918,199,52
88218,399,51
68366,517,96
51993,621,81
25889,675,47
45207,801,60
46168,363,97
72103,786,53
88783,549,67
61120,411,15
40020,450,63
93185,702,97
58028,499,73
7452,539,10
62266,99,86
13471,599,50
91806,202,79
27449,7,70
64235,373,66
63512,333,71
89910,273,35
56003,71,98
88510,557,69
89087,952,6
53089,923,25
34936,622,92
39718,289,4
76173,410,61
88413,394,74
99256,559,3
34291,248,78
83746,801,17
54585,552,11
97941,578,90
61502,965,13
26272,352,74
35473,21,45
27008,346,28
95720,489,65
47460,167,32
99374,326,52
35408,643,17
22683,729,74
71125,797,50
94244,819,38
42840,796,27
35446,533,64
39073,972,10
76469,996,95
82329,348,14
70538,379,22
11895,653,5
54770,971,79
91015,533,60
3840,558,51
50849,451,95
86104,161,21
30126,942,52
93421,22,21
75738,357,68
34884,878,58
3761,332,56
39039,289,76
83958,457,0
36279,821,92
60541,833,46
59963,314,3
9694,662,13
84466,763,85
29312,98,43
29839,191,28
44447,32,95
57091,706,98
12061,220,68
11918,404,15
85344,480,1
91735,102,56
61828,444,31
58853,686,74
73869,274,47
27665,293,85
46516,649,17
55853,331,87
35319,899,84
34065,380,62
91890,693,50
27861,365,74
93915,192,53
81716,855,87
69756,758,28
21142,297,23
71122,827,36
22206,470,23
59938,522,60
66468,19,25
21961,238,81
40024,895,18
46789,374,52
53631,85,75
3647,610,77
47317,800,4
65949,57,66
13400,513,1
40468,449,45
90509,756,75
8085,920,93
31758,579,3
47109,801,57
81723,837,76
69464,626,7
32933,612,69
76030,799,47
94985,608,35
12191,706,22
41204,951,43
27688,711,61
44782,615,14
43819,457,57
30670,671,22
22882,822,28
97338,507,44
68511,793,75
69894,107,28
80521,473,57
81417,611,35
62619,520,36
29917,106,21
32023,80,47
63370,872,3
38558,89,57
24741,128,31
37696,614,26
53851,619,19
73761,171,43
81399,975,4
33441,827,10
94579,787,30
92530,124,60
96821,894,2
80740,813,75
37099,610,53
3270,678,15
19348,200,34
81697,7,32
62758,129,67
40394,345,3
14358,806,77
9407,598,78
64908,125,52
35156,483,58
45811,725,86
82384,128,63
39876,137,82
85161,135,48
28491,938,46
67863,796,44
20048,623,86
88589,1,4
65890,772,82
88274,908,15
80131,711,61
88733,92,14
50103,500,48
27546,268,52
18240,9,32
48518,156,13
10404,852,67
32262,728,62
69910,457,68
20734,52,30
75606,490,98
2099,141,51
59446,194,79
96110,179,30
17345,932,10
67786,877,67
55787,504,63
72334,31,23
83199,73,8
91562,430,40
93341,450,19
73363,785,28
50177,42,48
73020,292,35
17536,925,54
50192,390,62
94455,822,78
12444,703,41
57684,725,25
14969,948,5
60435,165,78
86465,512,97
57346,388,64
59865,636,38
94608,266,14
46058,798,48
73112,442,44
14383,94,64
28486,230,3
62299,9,52
13628,554,98
88456,566,50
49254,664,94
97173,114,74
2934,308,43
83480,858,55
95492,779,24
52618,707,50
90859,511,51
49915,635,47
35579,565,86
51059,45,64
50354,380,75
65391,796,85
51353,617,69
41561,835,65
81448,426,67
7916,844,76
163,429,5
8057,374,5
873,857,18
59085,406,25
23233,984,66
93044,455,10
90332,159,92
72681,908,0
8752,73,85
70053,73,96
39829,512,79
85890,82,99
56655,130,32
74939,796,61
26044,108,36
46697,431,17
72910,360,32
76915,921,91
4087,93,42
96307,8,52
35035,936,89
78810,80,60
39415,151,99
9461,800,12
35094,107,54
66719,619,54
54120,656,89
12218,341,74
19330,477,59
75690,766,66
3128,559,60
97896,813,90
82224,182,49
97034,317,44
7979,928,23
97514,662,37
24926,421,54
87942,307,10
40030,10,18
70184,311,48
85162,628,48
95875,536,19
14634,537,20
72558,486,12
57379,225,21
81887,194,10
77152,531,10
34601,336,21
78173,724,45
20704,969,62
19932,511,69
64710,342,82
48242,544,73
8823,438,45
64757,763,30
97506,654,9
29000,207,90
41778,171,20
13787,516,41
70765,235,8
98628,177,91
653,214,78
47375,232,39
73270,275,45
1788,334,7
45658,583,3
24199,127,63
16018,1,6
20634,29,30
55956,131,93
11941,248,45
74884,911,52
44976,434,97
82668,743,25
35896,16,74
88571,84,9
75006,555,48
16921,580,60
92521,985,11
70707,977,90
22890,343,30
27832,485,81
70976,107,80
62511,24,60
20851,499,87
27388,145,25
17999,123,93
55474,5,65
76170,539,64
53360,763,79
81715,472,52
74600,484,44
97861,874,19
3821,779,27
47071,727,94
27232,670,71
32754,780,73
93136,585,4
35459,225,69
53908,739,83
28225,946,30
99252,154,49
86174,724,5
89152,400,94
21429,401,84
46212,827,5
37797,92,82
31922,753,2
86844,233,42
16952,521,79
90349,239,3
91724,92,47
28168,318,22
8573,548,61
81890,928,83
51903,530,73
58295,527,16
31441,448,91
51857,529,91
43844,760,72
32952,340,93
15255,652,36
2811,123,92
56658,145,59
97115,830,47
950,391,91
51066,338,49
84385,643,35
47724,456,32
51808,388,17
3368,522,59
89836,745,61
46200,167,56
80692,396,60
16979,438,92
19652,484,97
90158,128,61
40639,101,26
88258,687,98
45559,697,32
84472,640,94
89518,45,55
70158,226,21
1458,843,82
11128,115,73
32640,406,71
15727,992,48
42647,391,77
76802,933,25
70845,212,75
15942,765,84
72056,167,44
70634,125,88
22524,970,26
95680,59,30
49955,292,36
93741,477,97
82924,463,21
89786,454,86
18039,961,78
84516,490,46
5572,250,0
10529,944,66
3021,202,52
49069,187,72
52735,368,8
27785,476,56
32047,232,24
92967,697,55
94431,267,30
26741,744,33
3953,735,50
21343,707,5
19630,555,62
33363,736,95
48014,643,73
68550,530,36
58464,704,39
46653,614,24
53714,359,69
5650,838,63
39924,286,86
48134,755,68
51039,820,31
89277,722,85
23585,584,27
76063,287,95
86664,414,90
71992,563,35
87136,426,48
96684,854,0
131,358,91
22605,48,87
47484,724,96
22840,865,21
47224,862,85
15656,882,33
48857,250,40
83080,642,93
91974,836,93
99224,56,26
71565,656,81
30876,535,80
62475,188,71
80039,36,32
72960,2,19
42924,857,70
19550,989,8
99749,716,45
17898,359,42
99591,390,11
88006,419,45
24462,572,5
91116,937,5
22876,968,16
53813,453,92
67131,829,44
50808,62,12
73819,3,96
27188,999,20
63138,949,11
81095,235,7
83217,381,58
8202,157,94
28322,492,80
48085,227,81
54911,545,79
78228,350,91
91209,934,26
37601,877,45
18347,246,37
42364,961,82
24431,993,89
33757,157,87
84158,514,88
16459,16,25
64567,511,18
41922,727,20
41999,282,3
20300,877,97
69775,955,93
39711,836,78
52261,322,67
55825,487,33
48207,392,67
95142,268,46
74674,896,67
61771,864,69
3173,456,3
95025,142,92
61886,367,2
19709,383,22
47496,6,72
36067,843,34
70112,159,17
70116,28,5
25463,152,81
29157,307,20
35373,833,26
89845,940,79
83658,381,39
5155,191,46
13497,100,16
19782,946,54
10549,903,55
97348,459,68
99281,5,40
78489,798,32
63166,312,16
66874,364,12
32837,534,20
89080,979,44
29384,510,69
4427,602,86
85642,309,61
71030,388,75
22888,894,14
26819,893,53
1205,39,5
76680,739,2
79572,771,97
83691,663,73
64985,126,45
25708,463,76
64120,391,14
54577,477,18
61560,244,55
93610,774,21
85341,435,99
19614,852,92
67764,554,48
89855,274,62
2492,193,57
96142,584,92
49871,765,13
50636,877,75
99270,535,85
43941,523,18
8983,22,55
12447,402,66
54198,797,20
78175,702,97
86613,368,76
11787,353,90
22562,31,31
5767,171,64
71012,976,68
313,660,0
48533,155,37
39446,876,71
49934,622,52
2824,164,38
14657,796,78
26393,139,10
63319,640,62
62562,408,20
12535,919,37
84433,148,71
66457,881,79
71566,627,33
58453,989,64
26799,495,82
87811,62,64
16906,262,38
37999,572,86
5029,363,3
37567,77,94
24610,475,49
87456,351,90
86063,147,36
66793,520,46
20208,275,48
84173,138,81
75101,564,76
3819,863,53
99783,273,28
66861,301,84
42035,639,67
8510,110,49
77439,916,59
96702,731,69
97950,649,79
18182,106,8
2492,912,55
28051,811,31
90935,382,93
50117,602,6
23502,559,29
94773,30,84
37979,93,78
71514,925,54
84515,20,87
78145,389,6
35360,892,19
25654,756,75
56929,609,32
77008,703,16
98914,173,84
35667,408,43
74569,950,80
41692,90,32
36694,100,36
70594,261,94
53454,521,31
58613,609,41
81324,479,80
72783,339,70
7008,677,92
79515,543,7
18950,438,58
12501,831,57
65013,265,57
82369,157,38
4424,309,66
78819,250,38
58353,381,76
3373,877,59
70626,407,24
73922,740,16
52592,824,2
17676,269,67
81585,703,94
66515,322,3
58753,656,8
76492,419,67
91829,820,28
33951,415,78
4429,312,83
87945,718,58
84020,910,9
4546,999,13
21318,775,63
85208,85,30
72233,262,34
17378,377,78
83360,287,73
32551,918,45
82657,112,4
97765,865,42
79552,98,11
10100,755,22
99188,588,52
87572,989,78
81892,833,51
56721,78,7
60751,667,52
536,592,98
26185,921,45
27181,934,95
15702,348,34
83807,754,96
20726,967,3
35121,586,85
91322,844,50
91682,492,40
88314,749,3
43554,311,34
42416,203,11
85417,180,29
95144,58,63
36496,528,64
94757,65,86
30512,600,3
72042,22,81
60950,161,9
6569,770,51
57674,523,89
52078,846,0
92209,635,63
11462,28,67
8717,294,95
49016,386,20
55380,852,62
10111,284,70
31916,414,49
73287,263,11
4941,85,66
71827,429,16
11109,518,52
72081,313,42
75007,277,92
95184,427,6
32193,224,95
53727,214,14
41427,294,81
57552,108,34
27285,659,52
58999,31,36
95413,658,13
84265,971,86
48074,241,42
87727,824,35
75808,892,34
17644,509,30
57474,836,94
24976,425,61
58743,4,17
24907,62,78
83504,720,91
97323,293,29
22551,350,36
47863,296,78
26519,590,93
5486,683,76
17177,764,35
94823,754,8
11407,529,4
54319,838,80
61460,419,45
59231,158,91
38276,465,59
11997,826,14
82526,279,5
67671,659,48
56080,904,24
99842,485,70
84136,82,63
79936,444,25
75303,387,54
74565,60,84
19362,108,68
55464,590,8
64171,346,61
52970,669,70
41165,455,4
48214,639,59
80315,130,71
61025,511,52
11104,938,21
84306,733,27
40306,765,43
85657,569,97
93286,970,81
60055,653,86
17731,172,37
21981,345,40
76820,114,79
74543,616,34
23418,682,58
56899,616,37
24406,908,6
21213,764,23
84712,842,47
10889,511,82
99589,151,25
53446,438,13
30620,766,53
44628,729,94
53226,787,41
20009,174,98
41032,317,59
57305,692,58
65787,413,93
53036,377,86
29336,257,29
79445,595,35
81362,795,54
27552,802,7
92927,515,96
53554,425,34
3521,673,85
6512,792,91
24881,304,56
60155,122,50
60330,929,89
24316,190,43
14838,937,43
60370,404,62
71175,608,23
66592,58,72
4960,233,6
90132,857,52
80408,501,34
4340,491,3
75526,692,29
94549,347,90
83619,740,7
81735,598,99
74326,631,4
14364,457,55
25025,191,57
51549,369,5
60058,746,40
9314,741,84
39340,658,90
67476,911,11
67980,365,70
40145,926,97
90891,451,23
32279,271,80
37813,347,94
9040,852,91
51464,386,63
69325,200,93
81224,95,89
68485,160,69
32051,831,52
36793,778,75
15282,324,21
66870,65,13
73261,330,93
2916,746,79
75841,541,74
39228,289,27
41726,480,42
89012,307,3
29489,749,75
91680,491,75
44169,600,59
79438,766,64
24423,450,25
90417,363,26
91001,66,29
13259,144,41
29930,33,55
10310,887,35
86490,846,28
91617,919,30
21485,242,57
49465,429,15
13,992,89
50066,942,3
37056,55,21
51609,824,0
90252,151,33
46022,884,93
64703,554,24
72677,948,47
72536,325,14
3980,662,78
76853,481,91
29986,141,24
91398,357,99
18645,49,67
83613,41,83
38650,765,58
84464,330,30
93295,940,18
42799,52,51
17393,176,79
99402,708,27
44854,36,91
70711,762,90
42076,103,88
74758,598,88
41142,686,10
9074,960,74
30073,710,35
85021,828,29
48305,248,62
7083,738,56
420,479,77
22204,800,12
13179,624,85
16383,741,44
55995,335,5
77039,742,94
42418,214,43
49593,285,35
42072,621,73
43023,459,13
83527,682,54
88236,269,81
66141,611,55
97783,466,10
57650,559,26
79512,515,77
52844,741,30
20133,857,30
6468,720,12
35733,601,6
69707,673,48
2396,481,19
56116,291,51
39576,160,18
96415,957,11
85893,936,1
55776,905,84
20818,689,15
93527,978,37
47769,163,14
46267,60,54
86180,305,97
7687,96,35
70504,504,0
37498,369,55
34211,244,74
44385,128,70
56786,452,75
85589,9,52
55252,46,10
72164,399,14
5225,336,61
32113,659,97
3621,763,57
31305,54,90
47492,839,13
81049,692,23
93590,350,46
57560,11,30
69077,853,78
42603,32,99
63808,307,35
94816,40,75
23719,683,26
70766,680,55
38875,514,54
27660,17,87
70981,860,81
16563,372,93
57180,42,2
92221,467,87
55326,5,77
93909,7,69
95683,436,8
89350,128,42
52681,256,79
7193,62,46
3190,674,97
7479,565,22
82807,267,36
78504,906,1
83358,770,80
71094,702,91
61152,382,81
59009,841,93
98389,582,43
28434,909,57
86608,511,57
99537,248,49
79984,987,78
94194,673,63
91162,51,42
25002,124,31
71664,824,34
18778,690,24
87373,191,74
99244,493,13
93575,918,69
50226,275,32
1658,586,27
841,723,91
96817,938,74
90606,540,41
68288,860,26
71651,460,56
38467,177,26
70394,804,50
49862,307,85
84911,24,97
13609,637,72
40717,664,84
31097,993,90
37747,249,94
33749,334,77
5851,133,22
41563,476,35
30922,326,0
62505,212,7
78010,701,86
6872,944,95
60762,269,81
998,19,1
95184,723,55
18675,136,23
92950,370,3
44804,366,7
44019,374,66
66964,810,62
9612,195,58
6489,610,12
83757,433,28
33856,69,51
76387,40,11
27794,693,92
16725,174,9
7798,255,18
63106,414,62
42697,695,27
29026,797,63
72262,815,43
95030,342,59
71637,753,84
89146,861,85
26665,408,24
79953,747,45
50250,496,71
55169,841,1
95421,651,98
69952,143,15
99886,541,42
79244,948,60
16677,935,9
20521,414,32
20458,217,39
91502,223,16
82415,679,24
77219,794,8
8758,881,80
47902,299,35
89684,574,59
84768,351,43
6261,318,80
8253,863,65
24681,89,16
50941,335,44
9826,731,48
16197,20,89
38616,205,45
34174,911,14
12775,867,58
19955,631,81
47933,854,78
33727,597,42
8194,960,2
99629,683,62
57420,753,44
70346,748,81
19393,876,67
20921,643,89
8989,152,17
67353,215,28
45147,615,27
68974,655,54
10405,501,30
40474,202,99
90303,703,57
88316,589,47
44368,380,5
38608,323,95
60897,836,96
69551,186,42
74820,867,67
57705,381,41
93535,918,20
33609,203,43
40776,992,88
77155,506,6
997,501,68
72697,294,15
89753,129,65
66180,853,69
85373,918,7
56126,538,52
41440,522,29
64424,964,38
13479,241,94
64733,394,43
18513,103,77
95099,195,50
69962,455,70
77938,448,72
75066,82,22
34994,418,12
87710,870,46
47103,250,21
41915,46,11
54594,486,35
51252,504,69
47372,559,8
74337,659,41
37481,107,83
74514,966,80
53979,562,73
3522,717,11
6446,777,92
96622,935,88
35380,905,7
95900,214,10
19464,276,75
24819,192,0
48114,690,0
75319,770,3
72282,505,44
67605,856,30
8071,829,37
28761,735,57
72531,538,67
72665,838,58
45444,161,0
63594,470,20
55217,348,56
25864,345,71
36004,294,73
20280,461,48
21080,497,59
99781,131,84
81491,459,69
3140,710,51
27485,643,10
54983,592,76
40350,253,29
89675,328,29
4726,736,11
1247,993,99
37553,264,5
46147,230,23
58294,324,31
18924,177,77
17804,842,82
28595,615,23
16298,767,52
33437,949,16
59017,883,20
55216,262,1
82892,821,46
32159,767,65
5781,46,40
52695,226,27
57705,227,48
11742,55,49
1012,432,50
95307,245,46
66297,426,9
46078,578,2
68647,321,31
49062,368,71
45100,411,18
77115,241,21
70771,937,49
95068,108,46
4848,535,38
19077,121,76
6102,584,35
79911,895,66
19859,479,1
71797,206,91
78211,209,51
2954,707,87
72770,769,22
79377,16,74
51517,556,95
4961,925,19
83804,566,56
24919,906,1
91532,555,74
98390,292,22
49314,502,2
71292,741,59
43961,342,66
65643,422,89
96641,46,83
84029,244,93
61974,273,28
17828,152,64
66615,875,19
59723,474,96
88850,436,54
72744,292,99
3675,773,96
51710,708,26
53792,417,66
59467,204,7
17216,672,61
12152,711,0
4620,341,85
35594,837,54
99760,965,37
77436,221,87
17245,674,5
79781,67,28
42193,911,1
74706,761,48
4993,462,80
2454,925,85
84404,178,42
49863,386,43
63761,200,22
96315,552,33
48827,318,53
49368,920,15
27405,106,38
19431,210,70
25980,285,85
80749,893,3
52033,73,10
53206,597,79
37799,786,24
41420,598,83
31961,870,57
52219,430,22
99215,130,31
52981,919,53
66373,634,47
16923,214,53
62683,744,16
70843,891,44
79978,891,52
16197,707,67
73781,676,26
6943,324,62
17817,830,6
86317,677,58
50355,601,53
44357,897,11
62231,164,25
61349,670,43
12949,429,42
78016,630,90
5977,285,45
57250,854,65
46698,340,0
29916,339,15
66774,949,16
66260,108,35
91,902,77
90350,998,45
6620,68,24
13807,641,89
84961,548,92
302,578,22
1081,649,94
6880,104,89
82019,283,1
58751,664,50
76952,23,7
42478,878,85
38,62,83
38403,505,61
51344,826,44
15492,751,41
14833,90,72
14989,14,15
28642,897,0
95203,620,98
86473,402,55
47410,116,56
47369,971,68
92583,941,74
84333,506,3
43632,243,66
73828,69,87
86418,498,94
35963,756,86
78699,528,86
90633,380,7
96768,982,94
13633,398,25
96742,184,6
48710,207,34
87855,644,97
72108,44,23
27055,883,75
12140,367,45
19848,717,25
78038,945,10
78286,546,86
77842,861,55
90273,39,98
69545,555,0
38316,657,15
6381,715,78
14385,743,29
59874,23,62
95467,601,52
74831,419,14
47843,22,8
27953,941,34
56470,18,8
7130,682,6
53859,715,87
36692,464,21
39579,483,93
10697,38,65
50348,760,91
91060,178,33
81082,484,89
50537,674,47
72667,442,31
59045,47,63
71109,461,68
75522,883,14
26306,491,38
12669,266,48
3994,441,36
57773,520,2
43108,388,67
27401,587,79
55464,864,24
15056,925,14
62084,349,85
22421,645,35
89678,620,61
65275,420,78
21210,545,0
85179,65,30
89591,207,41
88444,203,36
35682,124,67
12854,890,64
99510,338,34
76910,777,41
25916,394,8
47279,957,90
37276,11,60
46641,728,58
93894,491,56
34612,943,50
26421,418,98
49517,101,97
22549,7,97
61920,315,7
1815,435,13
74157,457,97
83148,938,30
4358,873,60
90160,628,53
73170,638,33
29490,52,82
7765,351,79
91834,159,41
86172,467,97
28606,58,93
58212,32,59
84491,482,51
72898,408,64
46518,391,81
7966,867,56
24322,587,67
68452,567,48
62,667,63
21347,583,3
11522,365,96
1580,985,94
2055,870,3
69248,250,12
60104,887,41
36405,687,53
71648,52,59
17621,275,79
29338,718,57
93210,915,39
38340,262,44
39835,364,44
62579,480,44
79470,210,83
87045,993,46
7524,797,15
12151,314,13
92205,163,98
86180,841,57
66733,297,41
865,106,47
64785,430,80
72613,237,44
78428,884,23
74124,507,21
72543,184,81
71498,496,56
45092,618,78
47112,222,27
58169,557,78
77947,329,6
44135,689,73
18793,440,18
73683,838,35
37319,237,7
38977,415,94
26143,678,2
85978,171,73
96224,390,32
559,427,15
22502,169,44
66111,456,81
79555,52,77
2760,286,99
7449,876,13
18786,214,54
39438,56,27
1388,903,52
92944,608,59
10418,52,36
72749,761,28
96129,568,39
69545,917,41
28125,338,64
91905,976,68
95513,983,3
54838,748,84
92685,949,15
14114,322,64
51837,53,86
71386,744,68
4616,267,0
3560,506,48
44423,271,79
26034,57,41
35554,38,22
57267,946,57
4389,356,20
44125,777,60
14399,639,92
87201,643,5
70514,537,65
59555,653,97
64612,449,49
58718,278,95
58832,870,53
79649,104,10
6825,572,47
81962,358,54
24257,269,65
85619,396,57
61440,801,21
8973,723,40
81852,703,6
57524,124,44
98979,766,40
61412,571,24
81277,41,53
85895,300,16
23430,347,99
41147,327,99
11978,250,86
88219,785,6
86377,864,46
71720,94,4
52532,944,12
48597,54,95
92789,671,2
84423,815,85
72021,314,63
98222,742,72
99101,491,70
94200,326,25
56767,204,70
53852,749,10
52476,719,99
1349,914,17
68098,181,39
6690,740,30
15151,304,39
14939,568,15
7921,122,13
47683,226,38
9961,200,69
55439,282,34
41725,179,56
50174,126,81
84394,805,13
95357,801,35
66187,251,19
55551,638,93
10492,999,5
62529,417,61
62624,299,33
89935,813,22
62364,399,83
97406,888,17
79884,27,48
54852,344,43
19753,278,76
47414,226,3
83118,462,26
58512,555,22
72390,999,56
94233,203,79
91727,31,58
51263,554,97
